"file","tags"
"IMAG0114_ZOE008.jpg"," 0 people, 0 animals, 0 objects, 0 location/setting, 0 activities, neutral mood IMAG0114\_ZOE008.jpg "
"IMAG0114_ZOE009.jpg"," 0 people, 0 animals (type), 1 object (table), 1 location/setting (kitchen), 1 activity (cooking), 1 mood (happy) IMAG0114\_ZOE009.jpg "
"IMAG0114_ZOE010.jpg"," People: 0 Animals: None Objects: House, car, tree, sky Location/Setting: Residential area, outdoors Activities: Driving, walking Mood: Serene "
"IMAG0114_ZOE011.jpg"," 0 people, 0 animals, 0 objects, outdoor setting, no activities visible, neutral mood. "
"IMAG0114_ZOE012.jpg"," 1 person, 0 animals, 0 objects, park, walking, relaxed "
"IMAG0114_ZOE013.jpg"," 1 person, cat, bookshelf, indoors, studying, focused "
"IMAG0114_ZOE014.jpg"," 0 people, 0 animals, 0 objects, indoor, idle, neutral IMAG0114\_ZOE014.jpg "
"IMAG0114_ZOE015.jpg"," 1 person, 0 animals, 0 objects, outside, walking, relaxed "
"IMAG0114_ZOE016.jpg"," 1 person, 0 animals, 2 objects (phones), indoor, sitting and talking, relaxed "
"IMAG0114_ZOE017.jpg"," 1 person, 1 animal (dog), 3 objects (fence, car, house), outdoor setting (yard), activity (walking), neutral mood. "
"IMAG0114_ZOE018.jpg"," 1 person, 0 animals, 0 objects, outdoor location, walking, relaxed mood. IMAG0114\_ZOE018.jpg "
"IMAG0114_ZOE019.jpg"," 1 person, car, street, afternoon, driving, relaxed "
"IMAG0114_ZOE020.jpg"," 0 people, no animals, no objects, no location/setting, no activities, no mood "
"IMAG0115_ZOE001.jpg"," 1 person, 0 animals, 2 objects (computer mouse and chair), indoor setting, work activity, neutral mood. "
"IMAG0115_ZOE002.jpg"," 0 people, 0 animals, 0 objects, outdoor, resting, calm IMAG0115\_ZOE002.jpg "
"IMAG0115_ZOE003.jpg"," 0 people, 0 animals (type), 0 objects, 0 location/setting, 0 activities, 0 mood, IMAG0115\_ZOE003.jpg "
"IMAG0115_ZOE004.jpg"," 1 person, dog, house, backyard, relaxing, peaceful IMAG0115\_ZOE004.jpg "
"IMAG0115_ZOE005.jpg"," 1 person, 0 animals, 3 objects (trees, sky, grass), outdoor setting, walking, peaceful mood IMAG0115\_ZOE005.jpg "
"IMAG0115_ZOE006_SHOT.jpg"," 0 people, 0 animals (type), 1 object, outside, sitting, relaxed IMAG0115_ZOE006\_SHOT.jpg "
"IMAG0115_ZOE007.jpg"," 1 person, no animals, no objects, no location/setting, no activities, neutral mood "
"IMAG0115_ZOE008.jpg"," 1 person, 1 animal (dog), bench, park, sitting, relaxed IMAG0168\_009.jpg "
"IMAG0115_ZOE009.jpg"," 1 person, no animals, grass, park, walking, relaxed mood IMAG0115\_ZOE009.jpg "
"IMAG0115_ZOE010.jpg"," 1 person, no animals, objects: car, building, clock, no location/setting provided, activities: driving, walking, mood: neutral or indifferent "
"IMAG0115_ZOE011.jpg"," This is a photo of a young woman sitting on a bench in a park or similar outdoor setting. She appears to be alone and is wearing casual clothing. Her mood seems relaxed, and she may be taking a break or enjoying some solitude in nature. The image itself is a standard color photograph with no discernible text visible. There are no other people or animals present in the image. "
"IMAG0115_ZOE012.jpg"," 0 people, no animals, no objects, unknown location/setting, unknown activities, neutral mood "
"IMAG0115_ZOE013.jpg"," 0 people, 0 animals (type), 1 objects, outdoor (location/setting), casual (mood) "
"IMAG0115_ZOE014.jpg"," 0 people, 0 animals, objects: bench, trees, flowers, birds, building; location/setting: park, outdoors; activities: sitting, relaxing, enjoying nature; mood: peaceful, calm. "
"IMAG0115_ZOE015.jpg"," 1 person, 0 animals, 0 objects, 1 location/setting (room), 0 activities, neutral mood. "
"IMAG0115_ZOE016.jpg"," No image provided. Please provide an image for me to analyze. "
"IMAG0115_ZOE017.jpg"," No people, no animals, no objects, no location/setting, no activities, no mood. IMAGO119\_JAKE021.jpg "
"IMAG0115_ZOE018.jpg"," 1 person, 0 animals, objects: none, location/setting: forest, activities: walking, mood: relaxed "
"IMAG0115_ZOE019.jpg"," 1 person, 1 object (phone), 1 location (indoor), 1 activity (using phone), casual mood "
"IMAG0115_ZOE020.jpg"," 0 people, 0 animals, 0 objects, unknown location/setting, 0 activities, 0 mood. "
"IMAG0119_ZOE001.jpg"," 0 people, 0 animals (type), 0 objects, outdoor setting, cloudy, 0 activities, neutral mood IMAG0119\_ZOE001.jpg "
"IMAG0119_ZOE002-MIX.jpg"," 1 person, no animals, no objects, outside, walking, relaxed "
"IMAG0119_ZOE002.jpg"," 2 people, 1 dog, house with red roof, kitchen, standing, eating, cheerful "
"IMAG0119_ZOE003.jpg"," 1 person, 0 animals, 0 objects, indoor, sitting, relaxed "
